transaction_id,account_id,merchant_id,amount,currency,timestamp,channel,status,location,country,is_fraud,fraud_pattern
T00045,A0149,M0005,5.46,AUD,2024-06-12T06:17:30.775893,atm,completed,Melbourne,AU,False,
T00046,A0145,M0002,52.09,AUD,2024-05-18T19:40:11.639930,mobile,completed,Singapore,SG,False,
T00047,A0008,M0016,192.91,AUD,2024-04-26T04:26:42.953008,atm,completed,New York,US,False,
T00048,A0104,M0010,24.36,AUD,2024-01-29T14:42:05.262603,mobile,completed,Sydney,AU,False,
T00049,A0053,M0011,45.58,AUD,2024-05-10T00:34:06.142542,atm,reversed,New York,US,False,
T00050,A0034,M0025,18.03,AUD,2024-02-27T18:14:21.877927,mobile,completed,New York,US,False,
T00051,A0116,M0008,15.49,AUD,2024-06-29T06:29:28.038475,mobile,completed,Melbourne,AU,False,
T00052,A0079,M0016,46.36,AUD,2024-02-08T22:35:14.537234,atm,completed,New York,US,False,
T00053,A0073,M0016,118.8,AUD,2024-05-01T17:25:46.209926,atm,completed,New York,US,False,
T00054,A0028,M0014,11.89,AUD,2024-03-07T04:56:17.041864,mobile,completed,Lagos,NG,False,
T00055,A0103,M0002,39.63,AUD,2024-04-10T03:12:01.415672,online,completed,Singapore,SG,False,
T00056,A0116,M0025,59.59,AUD,2024-04-22T19:21:41.103428,wire,completed,New York,US,False,
T00057,A0025,M0013,39.95,AUD,2024-01-27T02:41:50.672755,wire,completed,Perth,AU,False,
T00058,A0129,M0002,17.23,AUD,2024-03-23T17:09:29.885489,wire,failed,Singapore,SG,False,
T00059,A0036,M0011,121.89,AUD,2024-03-12T02:59:41.026891,wire,completed,New York,US,False,
T00060,A0077,M0019,4.66,AUD,2024-04-06T08:29:03.195531,wire,completed,New York,US,False,
T00061,A0005,M0012,22.42,AUD,2024-03-16T09:27:03.349489,atm,completed,Brisbane,AU,False,
T00062,A0007,M0020,6.76,AUD,2024-05-21T16:56:05.779601,wire,completed,Sydney,AU,False,
T00063,A0014,M0019,30.43,AUD,2024-05-10T12:49:05.650760,mobile,completed,New York,US,False,
T00064,A0063,M0002,54.54,AUD,2024-02-04T12:46:01.632289,mobile,completed,Singapore,SG,False,
T00065,A0039,M0014,64.4,AUD,2024-05-20T06:28:46.844580,mobile,failed,Lagos,NG,False,
T00066,A0016,M0023,12.94,AUD,2024-02-28T20:00:54.639168,mobile,completed,Perth,AU,False,
T00067,A0081,M0006,27.72,AUD,2024-04-08T21:00:39.111838,atm,completed,Singapore,SG,False,
T00068,A0050,M0008,17.31,AUD,2024-06-19T09:48:47.567687,atm,completed,Melbourne,AU,False,
T00069,A0054,M0023,61.43,AUD,2024-03-04T03:12:03.559430,atm,completed,Perth,AU,False,
T00070,A0147,M0022,77.71,AUD,2024-03-12T09:50:56.354294,atm,reversed,London,UK,False,
T00071,A0038,M0010,118.02,AUD,2024-02-08T17:33:31.299431,wire,completed,Sydney,AU,False,
T00072,A0144,M0023,19.53,AUD,2024-05-14T02:25:49.449845,pos,completed,Perth,AU,False,
T00073,A0136,M0008,44.69,AUD,2024-03-15T19:22:52.082809,mobile,completed,Melbourne,AU,False,
T00074,A0036,M0001,4.35,AUD,2024-06-08T09:31:57.195147,mobile,completed,Singapore,SG,False,
T00075,A0052,M0025,135.22,AUD,2024-04-26T21:46:49.999135,online,completed,New York,US,False,
T00076,A0060,M0018,882.78,AUD,2024-01-07T18:01:24.899186,pos,completed,Singapore,SG,False,
T00077,A0046,M0030,21.75,AUD,2024-06-18T12:37:42.194333,atm,failed,Perth,AU,False,
T00078,A0003,M0010,38.73,AUD,2024-06-26T22:07:31.623901,atm,completed,Sydney,AU,False,
T00079,A0140,M0017,27.01,AUD,2024-06-03T01:00:12.615778,mobile,completed,London,UK,False,
T00080,A0029,M0011,9.17,AUD,2024-02-16T13:33:31.102981,pos,completed,New York,US,False,
T00081,A0087,M0026,9.06,AUD,2024-02-04T23:05:33.481899,wire,failed,Singapore,SG,False,
T00082,A0104,M0027,26.54,AUD,2024-03-13T13:13:10.644065,online,completed,New York,US,False,
T00083,A0036,M0016,20.43,AUD,2024-02-17T04:51:04.476860,pos,completed,New York,US,False,
T00084,A0069,M0011,7.6,AUD,2024-01-03T01:40:36.585622,atm,completed,New York,US,False,
T00085,A0016,M0022,10.66,AUD,2024-03-14T09:07:47.160245,wire,pending,London,UK,False,
T00086,A0080,M0023,11.08,AUD,2024-02-09T15:53:40.712867,pos,completed,Perth,AU,False,
T00087,A0117,M0024,165.11,AUD,2024-05-07T01:13:49.862859,mobile,completed,Brisbane,AU,False,
T00088,A0056,M0025,3.98,AUD,2024-06-07T00:53:55.298655,online,completed,New York,US,False,
T00089,A0136,M0023,1.06,AUD,2024-01-21T07:26:05.965576,wire,pending,Perth,AU,False,
T00090,A0052,M0019,36.25,AUD,2024-06-03T15:53:13.978045,mobile,completed,New York,US,False,
T00091,A0053,M0023,39.98,AUD,2024-04-02T09:04:13.936507,online,completed,Perth,AU,False,
T00092,A0132,M0014,30.13,AUD,2024-03-24T16:34:16.896468,atm,completed,Lagos,NG,False,
T00093,A0102,M0009,429.59,AUD,2024-04-14T16:11:02.887499,online,completed,Singapore,SG,False,
T00094,A0017,M0018,6.48,AUD,2024-05-19T04:24:52.703506,mobile,completed,Singapore,SG,False,
T00095,A0098,M0015,14.78,AUD,2024-04-29T18:49:36.428221,wire,completed,Lagos,NG,False,
T00096,A0090,M0004,7.92,AUD,2024-04-05T17:17:31.170405,pos,completed,Sydney,AU,False,
T00097,A0006,M0010,25.25,AUD,2024-03-17T18:24:43.780183,mobile,completed,Sydney,AU,False,
T00098,A0064,M0015,21.39,AUD,2024-06-18T16:06:38.191575,online,completed,Lagos,NG,False,
T00099,A0108,M0020,65.26,AUD,2024-01-09T19:26:59.782138,online,completed,Sydney,AU,False,
T00100,A0060,M0018,5.26,AUD,2024-02-22T08:33:37.557653,wire,completed,Singapore,SG,False,
T00101,A0083,M0008,20.57,AUD,2024-04-29T11:57:45.968522,pos,completed,Melbourne,AU,False,
T00102,A0071,M0002,44.08,AUD,2024-05-13T01:45:41.050455,pos,completed,Singapore,SG,False,
T00103,A0110,M0018,23.92,AUD,2024-06-19T10:15:04.911515,mobile,completed,Singapore,SG,False,
T00104,A0082,M0023,27.05,AUD,2024-03-09T03:20:35.011950,wire,completed,Perth,AU,False,
T00105,A0058,M0010,78.27,AUD,2024-03-24T19:22:52.654303,online,completed,Sydney,AU,False,
T00106,A0107,M0018,36.63,AUD,2024-02-16T03:42:03.904269,atm,completed,Singapore,SG,False,
T00107,A0116,M0028,18.7,AUD,2024-05-30T02:56:27.250707,online,completed,Brisbane,AU,False,
T00108,A0011,M0028,57.33,AUD,2024-02-09T06:43:11.172762,pos,failed,Brisbane,AU,False,
T00109,A0086,M0010,31.27,AUD,2024-04-19T09:31:12.950538,pos,completed,Sydney,AU,False,
T00110,A0062,M0018,19.84,AUD,2024-03-25T09:23:31.206888,atm,completed,Singapore,SG,False,
T00111,A0093,M0017,144.86,AUD,2024-05-25T07:26:07.458670,mobile,completed,London,UK,False,
T00112,A0082,M0030,13.61,AUD,2024-01-09T06:35:16.461708,pos,completed,Perth,AU,False,
T00113,A0005,M0009,43.11,AUD,2024-05-10T07:43:54.687297,atm,completed,Singapore,SG,False,
T00114,A0085,M0008,7.5,AUD,2024-03-31T08:57:56.301884,atm,completed,Melbourne,AU,False,
T00115,A0126,M0024,58.71,AUD,2024-01-31T10:48:25.048849,atm,completed,Brisbane,AU,False,
T00116,A0140,M0016,44.98,AUD,2024-01-14T10:53:28.706311,online,completed,New York,US,False,
T00117,A0106,M0005,82.89,AUD,2024-05-07T23:56:40.505020,online,completed,Melbourne,AU,False,
T00118,A0117,M0012,37.06,AUD,2024-01-04T00:39:30.186669,atm,completed,Brisbane,AU,False,
T00119,A0074,M0001,33.62,AUD,2024-03-18T22:24:36.066559,pos,completed,Singapore,SG,False,
T00120,A0025,M0017,13.54,AUD,2024-04-05T06:55:29.282083,atm,completed,London,UK,False,
T00121,A0102,M0003,21.33,AUD,2024-04-12T06:22:10.129994,pos,completed,New York,US,False,
T00122,A0021,M0021,6.55,AUD,2024-03-09T06:25:28.579785,mobile,completed,Sydney,AU,False,
T00123,A0003,M0023,8.56,AUD,2024-03-19T12:54:12.701394,atm,completed,Perth,AU,False,
T00124,A0025,M0029,35.18,AUD,2024-02-08T06:23:44.486745,wire,completed,New York,US,False,
T00125,A0012,M0030,217.74,AUD,2024-01-06T22:55:31.198752,atm,completed,Perth,AU,False,
T00126,A0054,M0019,12.84,AUD,2024-04-12T13:43:37.473625,mobile,completed,New York,US,False,
T00127,A0139,M0011,13.21,AUD,2024-05-23T01:55:25.256126,online,completed,New York,US,False,
T00128,A0089,M0002,11.26,AUD,2024-01-14T18:13:23.747093,wire,completed,Singapore,SG,False,
T00129,A0102,M0025,12.47,AUD,2024-05-21T19:43:59.216632,mobile,completed,New York,US,False,
T00130,A0092,M0018,163.76,AUD,2024-05-03T00:35:40.068726,mobile,completed,Singapore,SG,False,
T00131,A0076,M0026,18.85,AUD,2024-02-18T12:04:13.807942,mobile,completed,Singapore,SG,False,
T00132,A0040,M0024,23.21,AUD,2024-01-17T13:33:53.072123,atm,completed,Brisbane,AU,False,
T00133,A0070,M0004,13.05,AUD,2024-03-22T05:46:36.958732,wire,completed,Sydney,AU,False,
T00134,A0027,M0001,4.98,AUD,2024-04-18T01:02:24.965402,atm,failed,Singapore,SG,False,
T00135,A0004,M0010,14.83,AUD,2024-05-11T04:43:17.970554,wire,pending,Sydney,AU,False,
T00136,A0063,M0019,38.02,AUD,2024-01-31T16:18:56.092842,atm,completed,New York,US,False,
T00137,A0127,M0005,6.75,AUD,2024-03-17T05:16:06.830299,mobile,completed,Melbourne,AU,False,
T00138,A0093,M0009,32.38,AUD,2024-03-23T20:57:03.360032,pos,completed,Singapore,SG,False,
T00139,A0102,M0011,102.93,AUD,2024-06-05T01:23:22.059948,mobile,completed,New York,US,False,
T00140,A0035,M0010,13.49,AUD,2024-06-23T14:06:43.785806,atm,completed,Sydney,AU,False,
T00141,A0126,M0019,78.34,AUD,2024-02-20T17:37:25.810466,mobile,completed,New York,US,False,
T00142,A0145,M0007,50.29,AUD,2024-05-03T09:21:34.841942,wire,completed,Singapore,SG,False,
T00143,A0119,M0023,1.73,AUD,2024-05-30T11:05:17.437336,online,completed,Perth,AU,False,
T00144,A0105,M0022,32.99,AUD,2024-02-13T19:20:23.828503,pos,completed,London,UK,False,
T00145,A0097,M0003,25.51,AUD,2024-04-15T09:16:04.870113,wire,completed,New York,US,False,
T00146,A0108,M0018,302.3,AUD,2024-04-17T11:33:13.802161,online,completed,Singapore,SG,False,
T00147,A0064,M0022,49.73,AUD,2024-04-20T21:28:22.107536,wire,reversed,London,UK,False,
T00148,A0103,M0025,6.04,AUD,2024-01-20T04:13:23.275837,online,completed,New York,US,False,
T00149,A0131,M0024,36.32,AUD,2024-04-14T02:49:21.252312,mobile,completed,Brisbane,AU,False,
T00150,A0119,M0025,109.3,AUD,2024-01-28T06:50:09.552094,online,completed,New York,US,False,
T00151,A0076,M0014,414.7,AUD,2024-03-04T01:08:22.796464,atm,completed,Lagos,NG,False,
T00152,A0053,M0017,30.97,AUD,2024-03-20T07:23:34.209089,mobile,completed,London,UK,False,
T00153,A0077,M0002,68.14,AUD,2024-06-02T16:50:16.637841,online,completed,Singapore,SG,False,
T00154,A0043,M0030,14.91,AUD,2024-04-11T07:59:01.858617,mobile,completed,Perth,AU,False,
T00155,A0104,M0021,5.44,AUD,2024-03-19T05:11:31.420870,online,completed,Sydney,AU,False,
T00156,A0051,M0015,45.18,AUD,2024-05-07T13:22:17.456625,pos,completed,Lagos,NG,False,
T00157,A0017,M0019,12.73,AUD,2024-03-23T19:35:56.522629,atm,completed,New York,US,False,
T00158,A0126,M0017,133.88,AUD,2024-03-11T08:14:56.217858,mobile,completed,London,UK,False,
T00159,A0090,M0012,212.5,AUD,2024-05-27T06:52:44.315434,atm,pending,Brisbane,AU,False,
T00160,A0022,M0022,20.28,AUD,2024-05-05T12:17:18.013978,wire,completed,London,UK,False,
T00161,A0036,M0019,24.68,AUD,2024-04-25T00:37:08.879170,pos,completed,New York,US,False,
T00162,A0126,M0010,11.24,AUD,2024-03-22T15:08:53.580924,online,failed,Sydney,AU,False,
T00163,A0003,M0016,228.31,AUD,2024-03-30T14:08:56.468874,mobile,completed,New York,US,False,
T00164,A0114,M0016,6.85,AUD,2024-05-24T01:18:23.703959,pos,completed,New York,US,False,
T00165,A0071,M0008,36.35,AUD,2024-03-23T18:36:14.782737,mobile,completed,Melbourne,AU,False,
T00166,A0029,M0019,94.74,AUD,2024-05-28T21:25:18.733249,online,completed,New York,US,False,
T00167,A0113,M0018,12.09,AUD,2024-05-13T05:08:05.649074,pos,completed,Singapore,SG,False,
T00168,A0009,M0015,3.4,AUD,2024-05-04T17:35:46.688689,wire,completed,Lagos,NG,False,
T00169,A0043,M0020,12.99,AUD,2024-02-07T10:57:33.044204,online,completed,Sydney,AU,False,
T00170,A0137,M0009,42.09,AUD,2024-06-26T04:46:36.045892,atm,completed,Singapore,SG,False,
T00171,A0069,M0028,44.58,AUD,2024-05-27T13:08:45.078401,pos,reversed,Brisbane,AU,False,
T00172,A0106,M0030,9.44,AUD,2024-04-28T17:12:48.341067,pos,completed,Perth,AU,False,
T00173,A0083,M0027,25.6,AUD,2024-04-24T11:09:15.162530,mobile,completed,New York,US,False,
T00174,A0020,M0021,456.73,AUD,2024-03-13T21:59:01.533203,atm,completed,Sydney,AU,False,
T00175,A0095,M0015,131.35,AUD,2024-01-01T10:44:35.094684,online,completed,Lagos,NG,False,
T00176,A0118,M0021,56.07,AUD,2024-01-12T11:06:30.600883,wire,completed,Sydney,AU,False,
T00177,A0110,M0027,14.72,AUD,2024-05-29T22:19:28.820856,atm,completed,New York,US,False,
T00178,A0034,M0019,1.29,AUD,2024-06-07T15:55:43.830326,online,completed,New York,US,False,
T00179,A0065,M0003,2.13,AUD,2024-01-30T23:02:27.397925,mobile,completed,New York,US,False,
T00180,A0060,M0014,97.54,AUD,2024-01-01T04:43:08.051653,mobile,completed,Lagos,NG,False,
T00181,A0058,M0017,299.36,AUD,2024-06-27T20:32:41.736166,mobile,completed,London,UK,False,
T00182,A0123,M0003,17.94,AUD,2024-05-25T21:04:35.350131,online,completed,New York,US,False,
T00183,A0077,M0005,9.08,AUD,2024-06-07T06:48:58.504665,pos,completed,Melbourne,AU,False,
T00184,A0145,M0001,43.45,AUD,2024-03-04T13:33:34.022101,pos,completed,Singapore,SG,False,
T00185,A0039,M0030,18.54,AUD,2024-06-04T15:40:37.944738,online,failed,Perth,AU,False,
T00186,A0036,M0025,19.38,AUD,2024-05-23T04:26:13.258480,pos,completed,New York,US,False,
T00187,A0022,M0008,43.59,AUD,2024-04-19T23:23:03.918081,online,completed,Melbourne,AU,False,
T00188,A0078,M0007,35.68,AUD,2024-05-15T08:37:57.995121,atm,completed,Singapore,SG,False,
T00189,A0062,M0016,24.3,AUD,2024-04-25T11:49:46.707652,online,completed,New York,US,False,
T00190,A0004,M0012,185.1,AUD,2024-03-07T03:21:06.259004,pos,completed,Brisbane,AU,False,
T00191,A0019,M0001,39.74,AUD,2024-02-09T01:11:14.369708,online,pending,Singapore,SG,False,
T00192,A0102,M0017,7.17,AUD,2024-05-18T20:19:33.034411,mobile,completed,London,UK,False,
T00193,A0022,M0021,40.29,AUD,2024-02-20T05:19:11.438511,atm,completed,Sydney,AU,False,
T00194,A0053,M0026,11.54,AUD,2024-04-16T03:28:58.930054,online,completed,Singapore,SG,False,
T00195,A0112,M0024,112.84,AUD,2024-02-14T06:01:12.180565,mobile,completed,Brisbane,AU,False,
T00196,A0015,M0010,90.0,AUD,2024-02-01T19:00:20.899528,online,completed,Sydney,AU,False,
T00197,A0003,M0006,32.74,AUD,2024-04-03T14:48:57.699329,atm,completed,Singapore,SG,False,
T00198,A0033,M0024,73.07,AUD,2024-06-09T10:35:08.578728,online,completed,Brisbane,AU,False,
T00199,A0110,M0009,35.4,AUD,2024-06-25T11:37:11.111910,online,completed,Singapore,SG,False,
T00200,A0131,M0012,14.68,AUD,2024-05-19T23:20:27.502630,wire,completed,Brisbane,AU,False,
T00201,A0030,M0008,7.62,AUD,2024-06-15T13:27:50.805394,pos,pending,Melbourne,AU,False,
T00202,A0010,M0018,293.53,AUD,2024-04-28T16:22:30.399481,pos,completed,Singapore,SG,False,
T00203,A0107,M0030,61.7,AUD,2024-01-15T02:20:29.154971,atm,completed,Perth,AU,False,
T00204,A0014,M0006,10.21,AUD,2024-01-09T07:30:49.773016,mobile,completed,Singapore,SG,False,
T00205,A0120,M0028,1.84,AUD,2024-02-29T05:47:42.734322,wire,completed,Brisbane,AU,False,
T00206,A0095,M0007,4.52,AUD,2024-05-13T20:43:05.110932,pos,completed,Singapore,SG,False,
T00207,A0127,M0025,276.68,AUD,2024-04-08T22:15:12.059628,pos,completed,New York,US,False,
T00208,A0105,M0001,14.28,AUD,2024-05-31T23:06:34.149445,online,reversed,Singapore,SG,False,
T00209,A0001,M0025,282.78,AUD,2024-05-11T15:01:19.666538,online,completed,New York,US,False,
T00210,A0061,M0014,32.54,AUD,2024-06-29T10:47:27.849650,atm,completed,Lagos,NG,False,
T00211,A0060,M0029,111.25,AUD,2024-06-11T02:23:26.059083,mobile,reversed,New York,US,False,
T00212,A0022,M0019,42.4,AUD,2024-06-23T12:33:51.067580,pos,completed,New York,US,False,
T00213,A0081,M0030,262.24,AUD,2024-05-13T02:22:22.303166,atm,completed,Perth,AU,False,
T00214,A0060,M0003,61.82,AUD,2024-01-20T02:58:38.159206,mobile,completed,New York,US,False,
T00215,A0105,M0004,268.05,AUD,2024-02-07T13:58:18.350585,atm,completed,Sydney,AU,False,
T00216,A0031,M0003,3.51,AUD,2024-05-29T13:49:25.580675,wire,completed,New York,US,False,
T00217,A0084,M0005,10.81,AUD,2024-03-05T09:20:47.507678,wire,completed,Melbourne,AU,False,
T00218,A0077,M0009,73.53,AUD,2024-06-21T07:54:27.576152,mobile,completed,Singapore,SG,False,
T00219,A0141,M0008,65.92,AUD,2024-01-12T03:53:27.374788,pos,completed,Melbourne,AU,False,
T00220,A0103,M0012,4.18,AUD,2024-06-15T01:18:35.129111,online,completed,Brisbane,AU,False,
T00221,A0017,M0007,146.75,AUD,2024-01-24T07:28:13.759835,atm,completed,Singapore,SG,False,
T00222,A0119,M0002,6.66,AUD,2024-05-28T17:24:04.983322,mobile,completed,Singapore,SG,False,
T00223,A0098,M0022,26.21,AUD,2024-06-13T09:40:24.649491,atm,completed,London,UK,False,
T00224,A0039,M0002,61.15,AUD,2024-04-27T03:46:38.537974,mobile,completed,Singapore,SG,False,
T00225,A0141,M0016,9.44,AUD,2024-01-25T20:09:11.730318,pos,completed,New York,US,False,
T00226,A0135,M0008,129.11,AUD,2024-05-23T20:48:43.506890,mobile,completed,Melbourne,AU,False,
T00227,A0092,M0016,39.56,AUD,2024-06-14T04:40:08.256372,wire,completed,New York,US,False,
T00228,A0070,M0006,3.14,AUD,2024-03-26T08:59:49.091237,atm,completed,Singapore,SG,False,
T00229,A0060,M0006,3.01,AUD,2024-02-18T05:47:35.853466,online,completed,Singapore,SG,False,
T00230,A0057,M0019,5.16,AUD,2024-06-01T23:38:22.559565,pos,completed,New York,US,False,
T00231,A0082,M0026,71.12,AUD,2024-04-17T01:44:50.919396,atm,pending,Singapore,SG,False,
T00232,A0145,M0005,38.86,AUD,2024-06-27T19:53:56.320792,mobile,completed,Melbourne,AU,False,
T00233,A0045,M0016,41.0,AUD,2024-03-27T12:23:02.992538,atm,pending,New York,US,False,
T00234,A0052,M0026,2.25,AUD,2024-06-15T07:11:01.464225,atm,completed,Singapore,SG,False,
T00235,A0038,M0019,54.11,AUD,2024-01-21T01:50:20.585913,wire,failed,New York,US,False,
T00236,A0019,M0012,115.16,AUD,2024-04-16T01:39:22.985343,atm,completed,Brisbane,AU,False,
T00237,A0035,M0006,77.43,AUD,2024-04-25T16:58:17.280759,mobile,completed,Singapore,SG,False,
T00238,A0045,M0023,8.28,AUD,2024-02-01T17:43:38.930439,atm,completed,Perth,AU,False,
T00239,A0076,M0005,87.67,AUD,2024-06-02T23:41:17.729823,wire,completed,Melbourne,AU,False,
T00240,A0082,M0030,170.01,AUD,2024-04-25T18:37:32.091499,online,pending,Perth,AU,False,
T00241,A0037,M0011,64.25,AUD,2024-06-26T19:27:25.995819,pos,completed,New York,US,False,
T00242,A0023,M0027,109.07,AUD,2024-06-09T11:37:22.332382,mobile,completed,New York,US,False,
T00243,A0054,M0008,61.09,AUD,2024-05-22T10:48:53.663248,online,completed,Melbourne,AU,False,
T00244,A0113,M0024,27.16,AUD,2024-03-15T22:29:57.288768,mobile,completed,Brisbane,AU,False,
T00245,A0097,M0004,64.37,AUD,2024-02-10T19:55:52.925918,mobile,completed,Sydney,AU,False,
T00246,A0009,M0010,9.62,AUD,2024-06-09T17:10:24.337336,pos,completed,Sydney,AU,False,
T00247,A0141,M0029,146.42,AUD,2024-06-27T08:02:21.764447,mobile,completed,New York,US,False,
T00248,A0111,M0021,15.67,AUD,2024-05-06T04:37:20.932821,wire,completed,Sydney,AU,False,
T00249,A0073,M0010,83.31,AUD,2024-01-28T19:11:40.831946,atm,completed,Sydney,AU,False,
T00250,A0023,M0010,196.08,AUD,2024-03-27T22:32:47.610688,online,completed,Sydney,AU,False,
T00251,A0044,M0021,20.76,AUD,2024-06-01T17:19:58.292267,atm,completed,Sydney,AU,False,
T00252,A0121,M0016,100.08,AUD,2024-04-26T04:16:03.236717,mobile,completed,New York,US,False,
T00253,A0098,M0012,27.98,AUD,2024-05-31T12:16:12.357379,wire,completed,Brisbane,AU,False,
T00254,A0025,M0003,201.24,AUD,2024-03-15T22:21:28.872262,wire,completed,New York,US,False,
T00255,A0016,M0027,20.35,AUD,2024-06-23T18:41:12.287489,mobile,completed,New York,US,False,
T00256,A0061,M0016,16.71,AUD,2024-06-03T13:30:52.507325,online,completed,New York,US,False,
T00257,A0133,M0026,4.22,AUD,2024-01-31T06:09:49.811944,pos,completed,Singapore,SG,False,
T00258,A0033,M0002,160.58,AUD,2024-02-16T16:15:30.052033,online,completed,Singapore,SG,False,
T00259,A0143,M0013,69.92,AUD,2024-04-04T01:31:31.595674,online,completed,Perth,AU,False,
T00260,A0134,M0026,24.96,AUD,2024-01-27T19:46:46.834243,wire,completed,Singapore,SG,False,
T00261,A0026,M0030,8.11,AUD,2024-04-13T12:52:08.233266,mobile,completed,Perth,AU,False,
T00262,A0071,M0013,5.09,AUD,2024-05-05T13:15:52.141528,online,completed,Perth,AU,False,
T00263,A0085,M0023,3.96,AUD,2024-06-15T16:06:25.796680,atm,completed,Perth,AU,False,
T00264,A0078,M0010,13.61,AUD,2024-05-06T00:13:05.798165,online,reversed,Sydney,AU,False,
T00265,A0059,M0005,6.67,AUD,2024-05-20T02:23:24.829593,atm,completed,Melbourne,AU,False,
T00266,A0107,M0020,47.89,AUD,2024-02-08T06:16:49.228133,mobile,completed,Sydney,AU,False,
